아파트ID,아파트명,지번주소,위도,경도,동수,세대수,임대수,용적률,건폐율,주차대수,건설사
9468,신성그랜드타워(주상복합),서울시 광진구 중곡동 231-1,37.565058,127.080511,1,18,0,0,0,30,주식회사신성
123321,아뜰리에(도시형),서울시 광진구 중곡동 341-3,37.55695,127.081753,1,29,0,347,59,15,경복종합건설(주)
124298,아스하임(도시형),서울시 광진구 중곡동 142-16,37.557463,127.082176,1,9,0,199,55,4,(주)원플러스 종합건설
116244,아크로빌(도시형),서울시 광진구 중곡동 30-36,37.563631,127.085559,2,19,0,199,57,15,(주)에이엘피건설
9467,에스케이,서울시 광진구 중곡동 292,37.569009,127.086601,3,182,0,384,30,226,에스케이건설㈜
148948,에이블(도시형),서울시 광진구 중곡동 242-22,37.561527,127.080962,1,20,0,181,59,10,(주)국보종합건설
17427,에이탑,서울시 광진구 중곡동 168-1,37.568026,127.085232,1,12,0,249,44,11,(주)에이탑산업개발
143742,엘림퍼스트중곡,서울시 광진구 중곡동 190-29,37.566397,127.078019,1,21,0,199,39,17,(주)시온종합건설
119823,예다움,서울시 광진구 중곡동 110-33,37.554702,127.092174,1,19,0,238,49,22,(주)지천개발
12955,욱현,서울시 광진구 중곡동 90-18,37.555874,127.090571,1,19,0,286,56,21,
151077,원봉(도시형),서울시 광진구 중곡동 160-3,37.559191,127.081862,1,12,0,199,48,8,위니드건설(주)
128948,웰빙,서울시 광진구 중곡동 35-10,37.562013,127.085489,1,19,0,195,36,22,(주)케이앤피종합건설
142654,정원하이빌(도시형),서울시 광진구 중곡동 62-50,37.559429,127.089564,1,10,0,199,54,7,(주)세움종건
107356,주성아우라,서울시 광진구 중곡동 130-5,37.555625,127.086063,1,19,0,199,51,20,(주)주성종합건설
118417,주성테라팰리스2차(도시형),서울시 광진구 중곡동 624-51,37.560598,127.076859,1,14,0,198,56,10,(주)주성종합건설
1060,중곡,서울시 광진구 중곡동 191-77,37.566605,127.078684,6,270,0,0,0,100,삼진건설
116203,중곡트라움(도시형),서울시 광진구 중곡동 253-8,37.562015,127.07626,1,12,0,199,59,9,동준건설주식회사
23278,진흥아르미,서울시 광진구 중곡동 252-8,37.562401,127.075759,1,18,0,195,40,19,진흥종합건설(주)
150957,청운명가(도시형),서울시 광진구 중곡동 172-33,37.566447,127.082665,1,12,0,182,59,0,(주)도성종합건설
119599,테라팰리스중곡Ⅰ,서울시 광진구 중곡동 624-19,37.560351,127.076885,1,24,0,198,45,22,(주)주성종합건설
150958,테미뷰토피아(도시형),서울시 광진구 중곡동 30-52,37.564097,127.085317,1,10,0,197,57,8,주식회사와이씨종합건설
152154,파크홈2차(도시형),서울시 광진구 중곡동 191-13,37.567099,127.079716,1,10,0,199,59,8,(주)금마종합건설
112672,하이브Ⅲ(도시형),서울시 광진구 중곡동 699,37.554575,127.087841,1,82,0,228,41,23,(주)욱현건설
117504,한영해시안,서울시 광진구 중곡동 238-6,37.564449,127.076964,1,18,0,199,29,15,한영건설(주)
17082,현대하이츠,서울시 광진구 중곡동 106-34,37.556178,127.093112,4,69,0,131,43,18,도우토건
19007,호동,서울시 광진구 중곡동 254-12,37.561467,127.0767,1,19,0,247,52,19,(주)호동종합건설
107500,KY동부빌(도시형),서울시 광진구 화양동 19-53,37.546914,127.069092,2,20,0,216,57,16,(주)광양토건
128344,광진스위트엠,서울시 광진구 화양동 532,37.545846,127.074528,1,48,0,249,27,62,혁지종합건설㈜
131982,광진안틸리아(도시형),서울시 광진구 화양동 20-5,37.547232,127.067947,2,40,0,0,0,30,주식회사글로벌대명
105911,광진코지웰(도시형),서울시 광진구 화양동 113-1,37.547116,127.071885,1,296,0,617,59,82,"(주)포스코ICT,대창기업(주),주영종합건설(주)"
150961,그린시티빌(도시형),서울시 광진구 화양동 3-93,37.543802,127.071625,1,12,0,358,59,5,우승종합건설(주)
146421,더메종(도시형),서울시 광진구 화양동 23-5,37.547571,127.067317,1,99,0,659,59,56,
124009,더하우스인(주상복합),서울시 광진구 화양동 20-10,37.54715,127.06831,1,16,0,399,53,10,(주)글로벌대명
117393,동도센트리움캠퍼스파크(도시형),서울시 광진구 화양동 116-2,37.547706,127.07097,1,181,0,753,59,90,동도건설(주)
107495,디아이빌(주상복합),서울시 광진구 화양동 19-57,37.547067,127.069045,1,8,0,381,53,7,(주)디아이건설
17695,브라운스톤화양(주상복합),서울시 광진구 화양동 21-2,37.54799,127.068366,1,67,0,676,59,38,이수건설
141479,비다펠리즈(주상복합),서울시 광진구 화양동 2-22,37.54455,127.072486,1,16,0,359,57,8,고건종합건설(주)
145672,삼원제우스(도시형),서울시 광진구 화양동 42-7,37.543299,127.065092,2,27,0,249,49,16,미래로건설(주)
121282,세종에버그린(도시형),서울시 광진구 화양동 17-68,37.546577,127.069264,2,40,0,381,59,26,세종주택건설 주식회사
136165,신원리브웰(도시형),서울시 광진구 화양동 111-88,37.545677,127.073681,1,28,0,358,59,16,(주)신원건설
119123,씨즈건대힐스,서울시 광진구 화양동 530,37.546204,127.074654,1,1,0,249,36,1,(주)신성건설
116717,씨즈건대힐스(도시형),서울시 광진구 화양동 530,37.546199,127.074646,1,148,0,249,36,74,(주)신성건설
112539,아스하임(도시형),서울시 광진구 화양동 17-16,37.547147,127.070062,1,29,0,457,59,16,(주)원플러스 종합건설
117799,아스하임4차(도시형),서울시 광진구 화양동 111-102,37.547477,127.072105,1,162,0,798,59,90,(주)원플러스종합건설
137559,엘리시아1차(도시형),서울시 광진구 화양동 94-13,37.545398,127.07386,1,28,0,451,54,4,
120622,엘리시안파크(도시형),서울시 광진구 화양동 132-75,37.547266,127.07051,1,29,0,390,57,11,다빛산업개발(주)
139140,예가(도시형),서울시 광진구 화양동 20-33,37.547221,127.068472,1,16,0,333,59,4,태양종합건축(주)
146618,위너스힐(주상복합),서울시 광진구 화양동 111-89,37.545605,127.07395,1,36,0,449,51,22,(주)이조건설
117421,정익제이타워(도시형),서울시 광진구 화양동 111-22,37.546595,127.073,1,32,0,355,53,15,정익개발(주)
148003,정익제이타워3차(도시형),서울시 광진구 화양동 111-75,37.546418,127.073234,1,14,0,509,59,7,정익개발(주)
23722,캠퍼스프라자(주상복합),서울시 광진구 화양동 9-91,37.541497,127.068809,1,19,0,294,57,40,기윤건설(주)
118241,테라팰리스건대1차,서울시 광진구 화양동 531,37.543874,127.068196,1,54,0,199,43,56,(주)주성종합건설
158461,테라팰리스건대4차(도시형),서울시 광진구 화양동 2-10,37.544705,127.072593,1,28,0,459,59,23,
150909,풍성그라시움(도시형),서울시 광진구 화양동 132-29,37.546707,127.070709,1,10,0,248,49,4,(주)세진종합건설
149417,화양동프라하임(주상복합),서울시 광진구 화양동 94-9,37.545641,127.072925,1,16,0,459,52,15,썬종합건설(주)
105912,화양타워(도시형),서울시 광진구 화양동 110-37,37.546993,127.071139,1,54,0,489,73,137,
14620,화양타워(주상복합),서울시 광진구 화양동 110-37,37.547038,127.071105,1,38,0,489,73,37,
8603,화양현대,서울시 광진구 화양동 234,37.544764,127.066154,3,253,0,381,24,266,현대건설(주)
152445,남구로역동일센타시아,서울시 구로구 가리봉동 113-1번지 일원,37.483252,126.889365,3,162,0,221,39,162,동일건설(주)
14382,미래하이츠,서울시 구로구 가리봉동 137-7,37.479177,126.893916,1,18,0,249,50,23,(주)남경산업개발
9494,효성,서울시 구로구 가리봉동 139,37.478946,126.895254,1,96,0,377,26,96,효형종합건설(주)
110762,e-푸른,서울시 구로구 개봉동 491,37.493059,126.850186,1,36,0,199,45,36,엘아이피건설주식회사
126467,개봉가연(도시형),서울시 구로구 개봉동 202-15,37.493896,126.858873,1,24,0,303,59,6,진안종합건설(주)
107,개봉대상,서울시 구로구 개봉동 477,37.482182,126.850081,2,208,0,388,22,173,대상(주)
22642,개봉상우(상우2단지),서울시 구로구 개봉동 487,37.493615,126.862085,1,72,0,386,23,72,상우건설(주)
17538,개봉아이파크,서울시 구로구 개봉동 489,37.489991,126.859935,11,684,0,288,18,827,현대산업개발(주)
9157,개봉진로,서울시 구로구 개봉동 479,37.49048,126.850881,1,72,0,238,29,63,진로건설(주)
104934,개봉푸르지오,서울시 구로구 개봉동 492,37.500804,126.847986,10,978,115,299,20,1175,(주)대우건설
15732,개봉프라자(주상복합),서울시 구로구 개봉동 361-1,37.485981,126.853404,1,19,0,0,0,0,중부종합건설주식회사
1062,개봉한진타운,서울시 구로구 개봉동 478,37.484955,126.851689,13,1371,0,345,25,1459,(주)한진중공업
11560,거성,서울시 구로구 개봉동 270-80,37.489315,126.850695,5,190,0,147,29,0,거성주택건설
3190,거성푸르뫼,서울시 구로구 개봉동 60-101,37.500788,126.843564,3,249,0,284,24,240,(주)거성주택
108,거성푸르뫼2차,서울시 구로구 개봉동 60-82,37.500036,126.843101,3,245,0,332,29,237,(주)거성주택
160197,건양(304-16),서울시 구로구 개봉동 304-16,37.493145,126.854496,1,9,0,215,57,8,
142686,건양(346-33),서울시 구로구 개봉동 346-33,37.488319,126.855185,1,10,0,171,39,8,(주)산수종합건설
110,건영,서울시 구로구 개봉동 47-1,37.5012,126.84059,2,209,0,313,22,138,(주)건영종합건설
10681,고운,서울시 구로구 개봉동 484,37.49885,126.85067,1,100,0,300,21,103,(주)두아
111,길훈,서울시 구로구 개봉동 312-38 외 1필지,37.483996,126.851251,3,205,0,0,0,0,길훈종합건설
152838,다원리치빌4차(도시형),서울시 구로구 개봉동 312-41,37.483772,126.851748,2,19,0,159,59,12,(주)다원에이앤씨
148030,대흥아이빌,서울시 구로구 개봉동 198-5,37.493084,126.860528,2,16,0,0,0,11,대흥디앤씨
134156,더에코그로브8차(도시형),서울시 구로구 개봉동 310-19,37.494525,126.849644,1,12,0,248,49,6,종합건설리하(주)
145107,더존퍼스트(도시형),서울시 구로구 개봉동 10-1,37.504202,126.843725,1,20,0,176,55,10,(주)다원종합건설
10391,동도센트리움(주상복합),서울시 구로구 개봉동 70-12,37.498046,126.846954,1,136,0,606,38,226,동도건설(주)
112,동인,서울시 구로구 개봉동 335-1,37.49365,126.84872,1,104,0,228,21,0,동인건영
113,두산,서울시 구로구 개봉동 472,37.495176,126.852901,2,561,0,369,21,561,두산개발(주)
112473,레오,서울시 구로구 개봉동 304-12,37.493184,126.853791,1,9,0,266,59,8,
138645,로얄하이츠(도시형),서울시 구로구 개봉동 262-8,37.490353,126.857078,1,14,0,199,59,9,(주)다원에이앤씨
143537,메인팰리스,서울시 구로구 개봉동 403-86,37.488014,126.85611,1,16,0,287,41,13,(주)이조건설
143106,비발디캐슬2차(도시형),서울시 구로구 개봉동 156-20,37.497813,126.855484,1,12,0,238,49,12,(주)현성종합건설
171905,비젼,서울시 구로구 개봉동 333-6,37.491579,126.852159,1,10,0,234,49,8,영림종합건설(주)
114,삼호,서울시 구로구 개봉동 471,37.494396,126.857097,2,369,0,398,30,318,(주)삼호
115,삼환,서울시 구로구 개봉동 470,37.494907,126.854986,6,783,0,397,0,709,삼환기업(주)
104,상우,서울시 구로구 개봉동 473,37.493791,126.86068,2,188,0,397,41,188,상우건설(주)
26617,수영힐,서울시 구로구 개봉동 61-2,37.501231,126.844654,2,28,0,197,36,20,나영종합건설
3191,신개봉삼환,서울시 구로구 개봉동 170-30,37.496692,126.857809,1,173,0,0,0,171,삼환기업주식회사
118538,신세계(도시형),서울시 구로구 개봉동 403-230,37.494732,126.856577,1,15,0,237,45,6,호등종합건설주식회사
23185,신세기,서울시 구로구 개봉동 306-3,37.493854,126.853328,1,19,0,286,59,23,(주)신세기건설
113574,신양지,서울시 구로구 개봉동 318-36,37.49352,126.851242,2,24,0,0,0,22,(주)효찬종합건설
147231,신영지웰에스테이트개봉역,서울시 구로구 개봉동 171-2,37.495692,126.857608,1,122,21,496,59,120,신영건설(주)
3192,영화,서울시 구로구 개봉동 475,37.496169,126.859671,2,372,0,365,21,454,영화건설(주)
13245,영화아이닉스,서울시 구로구 개봉동 488,37.483022,126.849367,2,212,0,305,16,253,영화건설주식회사
159398,예담스테이개봉역,서울시 구로구 개봉동 353-5,37.496652,126.856684,1,20,0,249,46,13,예담산업개발(주)
12072,왕궁,서울시 구로구 개봉동 366-1,37.485701,126.854983,2,24,0,172,41,0,왕궁건설
131162,우분투포레스트(주상복합),서울시 구로구 개봉동 70-16,37.497767,126.846683,1,16,16,790,52,8,(주)우분투건설
3194,우성,서울시 구로구 개봉동 469,37.50454,126.84375,1,64,0,289,29,49,(주)우성종합건설
165078,웰타운(주상복합),서울시 구로구 개봉동 403-70,37.489599,126.856451,1,12,0,299,49,8,(주)다원에이앤씨
8943,율포그레이스빌,서울시 구로구 개봉동 483,37.49478,126.85597,1,73,0,284,26,84,(주)율포종합건설
9515,제일신흥,서울시 구로구 개봉동 359-22,37.485914,126.855422,2,15,0,0,0,0,유명
103878,중앙힐,서울시 구로구 개봉동 322-12,37.491732,126.851877,1,19,0,252,53,17,
1264,창동,서울시 구로구 개봉동 20-1,37.503814,126.842511,4,110,0,218,46,0,창동건설
13119,천신하이츠,서울시 구로구 개봉동 333-3,37.491636,126.853023,1,18,0,249,44,17,천신
3195,청실,서울시 구로구 개봉동 175-8,37.49542,126.85968,1,156,0,234,17,0,청우주택
121382,태경하이빌,서울시 구로구 개봉동 367-2,37.484806,126.854318,1,19,0,293,50,20,경동건설(주)
152157,테라든(도시형),서울시 구로구 개봉동 139-143,37.500079,126.850549,1,15,0,199,57,8,(주)도울종합건설
123592,트라움(도시형),서울시 구로구 개봉동 113-17,37.505089,126.845978,1,14,0,164,46,11,주식회사트라움종합건설
123515,하은빌리지(도시형),서울시 구로구 개봉동 179-22,37.495584,126.860699,3,40,0,194,47,27,일곡종합건설(주)
106,한마을,서울시 구로구 개봉동 476,37.49533,126.862308,26,1983,0,335,20,2504,벽산건설(주)
112776,한양아이클래스구로(도시형),서울시 구로구 개봉동 493,37.495467,126.856928,2,149,0,335,37,126,한양산업개발(주)
3349,현대,서울시 구로구 개봉동 481,37.492453,126.85836,31,2412,0,320,18,3060,현대건설(주)
3350,현대홈타운2단지,서울시 구로구 개봉동 480,37.491878,126.861342,11,964,0,363,21,1052,현대건설(주)
170819,호반써밋개봉,서울시 구로구 개봉동 68-64,37.499653,126.846687,3,317,33,299,21,317,(주)호반건설
9519,화신,서울시 구로구 개봉동 486,37.505373,126.846151,1,30,0,198,33,27,한국종합건설(주)
101847,개봉청구,서울시 구로구 고척동 269-1,37.502087,126.851054,1,59,0,232,49,16,
1070,경남1차,서울시 구로구 고척동 325,37.5052,126.86277,1,163,0,274,25,136,경남건설
1071,경남2차(아너스빌),서울시 구로구 고척동 306,37.504136,126.856168,3,273,0,311,26,272,경남기업(주)
10312,고척LIG리가,서울시 구로구 고척동 340,37.505867,126.861797,8,421,0,240,17,467,(주)엘아이지건설
1068,고척대우,서울시 구로구 고척동 296,37.502964,126.856017,13,987,0,342,25,1179,(주)대우건설
27097,고척마젤란,서울시 구로구 고척동 338,37.504257,126.863937,2,175,30,220,20,207,유진기업(주)
102987,고척월드메르디앙,서울시 구로구 고척동 343,37.50311,126.862823,4,180,0,245,22,209,월드건설(주)
25853,고척파크푸르지오,서울시 구로구 고척동 339,37.507589,126.858174,11,662,0,159,17,910,(주)대우건설
147307,골드리치빌(도시형),서울시 구로구 고척동 52-66,37.503006,126.864516,1,16,0,175,59,10,(주)광백개발
1069,그랜드,서울시 구로구 고척동 323,37.507667,126.8477,1,86,0,256,28,60,그랜드종합건설(주)
132768,다미안1차(도시형),서울시 구로구 고척동 344,37.506703,126.846209,3,35,0,183,49,25,(주)세원건설
132770,다미안2차(도시형),서울시 구로구 고척동 165,37.505021,126.855052,2,25,0,175,48,19,아이디경인(주)
132771,다미안3차(도시형),서울시 구로구 고척동 347,37.508469,126.85218,2,59,0,199,49,47,
159637,더헤리츠,서울시 구로구 고척동 352,37.499173,126.856598,1,57,0,261,22,33,티에이치건설(주)
1067,동아한신,서울시 구로구 고척동 327,37.501107,126.865319,4,355,0,293,20,448,한신공영주식회사
111184,라이프플러스(도시형),서울시 구로구 고척동 346,37.505252,126.860608,1,149,0,249,44,59,지앤지산업개발
155962,메종드88(주상복합),서울시 구로구 고척동 77-7,37.500043,126.863546,1,22,0,294,47,11,미림종합건설(주)
144229,명품하이츠빌(도시형),서울시 구로구 고척동 348,37.504544,126.857446,8,80,0,195,53,65,하림산업개발(주)
135223,명품하이츠빌2단지(도시형),서울시 구로구 고척동 349,37.504652,126.857786,9,90,0,197,52,72,하림산업개발(주)
100495,벽산베스트블루밍,서울시 구로구 고척동 342,37.504706,126.859134,6,339,59,233,26,409,벽산건설(주)
3351,벽산블루밍,서울시 구로구 고척동 334,37.495668,126.864723,11,886,0,278,15,1054,벽산건설(주)
148462,비발디캐슬(도시형),서울시 구로구 고척동 145-33,37.502038,126.857693,2,16,0,195,59,13,(주)나성
1066,산업인,서울시 구로구 고척동 57-9,37.504535,126.866692,10,342,0,0,0,0,대한전철
117,삼명,서울시 구로구 고척동 97-3,37.499115,126.855861,5,170,0,0,0,0,서울종합건축
3196,삼익1단지,서울시 구로구 고척동 330,37.508791,126.85301,2,245,0,333,27,287,삼익건설주식회사
3197,삼익2차,서울시 구로구 고척동 331,37.507623,126.852417,4,298,0,305,27,374,삼익건설주식회사
10309,삼환로즈빌,서울시 구로구 고척동 336,37.498074,126.857256,7,600,0,318,21,671,삼환기업(주)
118,서울가든,서울시 구로구 고척동 141-1,37.50274,126.860827,5,715,0,231,19,500,뉴삼익건설(주)
9638,성원,서울시 구로구 고척동 322,37.501921,126.865668,1,74,0,220,29,55,성원산업
121,센츄리,서울시 구로구 고척동 320,37.504238,126.862059,5,391,0,274,23,251,창조종합건설(주)
1065,신원프라자(주상복합),서울시 구로구 고척동 324,37.499309,126.863599,1,123,0,359,41,164,신원종합개발(주)
3198,양우,서울시 구로구 고척동 328,37.504753,126.8566,1,165,0,336,33,169,양우종합건설(주)
25236,예인(주상복합),서울시 구로구 고척동 215-3,37.50703,126.855378,1,12,0,338,55,11,(주)남영ENC
11143,예주유니츠,서울시 구로구 고척동 335,37.506409,126.861009,1,34,0,0,0,36,예주종합건설(주)
909,우성꿈동산,서울시 구로구 고척동 321,37.503302,126.866858,3,204,0,212,24,414,우성건설(주)
1063,우성현대,서울시 구로구 고척동 76-55,37.498856,126.862639,4,440,0,217,20,0,"우성건설(주),현대산업개발"
106029,조양휴캐슬(도시형),서울시 구로구 고척동 345,37.500249,126.865072,13,130,0,197,49,132,조양종합건설(주)
124162,진성,서울시 구로구 고척동 215-5,37.507088,126.855132,1,12,0,232,56,9,동안종합건설(이승안)
102858,진성그린,서울시 구로구 고척동 167-102,37.505591,126.85471,1,12,0,199,40,12,(주)진성그린건설
910,청구,서울시 구로구 고척동 326,37.501858,126.863758,4,448,0,350,25,465,(주)청구
119,청솔우성,서울시 구로구 고척동 329,37.506226,126.859835,2,118,0,389,54,144,(주)우성건설
11312,하이리빙(주상복합),서울시 구로구 고척동 333,37.506159,126.859418,1,39,0,394,68,45,(주)세계로종합건설
1064,한성,서울시 구로구 고척동 227-6,37.508501,126.853738,2,130,0,147,29,0,한성건설
14020,한일유앤아이,서울시 구로구 고척동 337,37.508384,126.851003,7,390,0,285,19,434,한일건설(주)
123,한효,서울시 구로구 고척동 52-332,37.501657,126.861251,3,290,0,175,17,290,한효건설
20488,해피그린,서울시 구로구 고척동 171-31,37.505311,126.859317,3,41,0,0,0,50,동화종합건설
3353,LG신도림자이,서울시 구로구 구로동 42,37.503504,126.891917,3,299,0,782,54,342,LG건설(주)
132471,M센트럴뷰,서울시 구로구 구로동 487-24,37.496347,126.882764,1,19,0,199,59,18,루카스종합건설(주)
101275,SR친오애(주상복합),서울시 구로구 구로동 97-5,37.496632,126.892223,1,42,0,599,59,70,에스알건설(주)
100466,경남아너스빌,서울시 구로구 구로동 1285,37.493386,126.892949,3,129,0,215,19,149,경남기업(주)
121362,경성,서울시 구로구 구로동 779-65,37.48755,126.889719,1,10,0,377,76,3,
154879,"경성그린빌(민간임대,도시형)",서울시 구로구 구로동 486-47,37.497705,126.882133,1,21,21,198,56,8,대원건설주식회사
25893,골드마인,서울시 구로구 구로동 317-8,37.492877,126.888637,2,25,0,234,45,25,(주)하마건설
17664,구로SK뷰(주상복합),서울시 구로구 구로동 567-4,37.502583,126.883121,1,92,0,453,25,216,에스케이건설(주)
912,구로두산,서울시 구로구 구로동 1265,37.489379,126.889378,10,1285,0,354,24,774,두산건설(주)
18914,구로두산위브,서울시 구로구 구로동 1278,37.486514,126.890371,9,660,0,252,18,579,두산산업개발㈜
8319,구로보람쉬움,서울시 구로구 구로동 1271,37.486787,126.897366,2,100,0,349,24,106,보람건설(주)
22236,구로순영웰라이빌2차(주상복합),서울시 구로구 구로동 97-2,37.496067,126.891586,1,166,0,882,58,194,(주)순영종합건설
144493,구로오네뜨시티(도시형),서울시 구로구 구로동 103-6,37.496375,126.890328,1,208,0,959,59,115,남해종합건설(주)
1072,구로우성,서울시 구로구 구로동 23,37.504559,126.889074,3,344,0,178,23,288,우성건설
137,구로주공1차,서울시 구로구 구로동 685-222,37.494448,126.876547,13,1400,0,153,11,1400,대한주택공사
138,구로주공2차,서울시 구로구 구로동 685-223,37.491416,126.877011,6,726,0,156,13,0,대한주택공사
10663,구로중앙하이츠(1269),서울시 구로구 구로동 1269,37.49902,126.880799,5,597,0,341,20,617,(주)중앙건설
108357,구로지웰,서울시 구로구 구로동 1287,37.490787,126.886734,2,148,0,223,24,124,(주)신영그린시스
143,구로한신1차,서울시 구로구 구로동 642-9,37.496403,126.873725,2,488,0,239,23,488,한신공영(주)
125,구로현대,서울시 구로구 구로동 1256,37.488513,126.895983,5,591,0,250,19,380,현대산업개발(주)
144,구로현대로얄,서울시 구로구 구로동 701-76,37.486334,126.877042,1,139,0,228,23,0,현대산업개발(주)
140,구일우성,서울시 구로구 구로동 1259,37.490255,126.877243,10,829,0,358,22,832,(주)우성건설
148501,그린빌(도시형),서울시 구로구 구로동 329-95,37.491696,126.88623,1,20,0,199,46,10,중원아이엔씨(주)
106443,그린플러스구로해담채2(도시형),서울시 구로구 구로동 104-6,37.497219,126.891411,1,54,0,736,58,18,주식회사그린플러스종합건설
115013,그린플러스구로해담채3(도시형),서울시 구로구 구로동 104-3,37.497092,126.891061,1,66,0,749,57,22,(주)그린플러스종합건설
130,극동,서울시 구로구 구로동 314,37.490902,126.889401,4,493,0,373,39,198,극동건설
27265,근상프리즘,서울시 구로구 구로동 1283,37.498375,126.875425,1,46,0,246,23,51,(주)근상건설
1265,금호(주상복합),서울시 구로구 구로동 49,37.500072,126.892002,1,166,0,703,61,148,금호건설(주)
108078,남촌홈타운,서울시 구로구 구로동 730-2,37.4904,126.887746,1,19,0,282,58,15,남촌종합건설
125341,노블리안,서울시 구로구 구로동 1289,37.488951,126.87733,1,98,0,245,25,124,승윤종합건설(주)
9986,뉴홍현솔레디움,서울시 구로구 구로동 1270,37.498956,126.883503,1,109,0,295,23,128,뉴홍현종합건설(주)
100741,늘푸른(주상복합),서울시 구로구 구로동 110-11,37.50177,126.888584,1,24,0,697,59,61,(주)종인이앤씨
1266,다솜금호,서울시 구로구 구로동 43-4,37.502521,126.891859,1,285,0,661,44,221,금호건설
121339,다온쉐르빌(도시형),서울시 구로구 구로동 1132-29,37.479671,126.897498,1,16,0,241,58,8,(주)삼락종합건설
103516,다울숲,서울시 구로구 구로동 1286,37.492516,126.888552,2,79,0,229,23,91,(주)다울종합건설
102231,다원그린빌,서울시 구로구 구로동 685-154,37.495922,126.874331,1,19,0,269,59,44,(주)태혁건설
9577,대림아르빌,서울시 구로구 구로동 1273,37.490606,126.895286,1,83,0,289,23,110,대림공영주식회사
14385,대림역대성스카이렉스(주상복합),서울시 구로구 구로동 107-1,37.499441,126.891027,2,160,0,746,58,225,대성산업(주)
102889,대림역와이즈플레이스(주상복합),서울시 구로구 구로동 98-4,37.495713,126.890257,1,96,0,824,56,37,동부건설(주)
110561,대림역포스큐(도시형),서울시 구로구 구로동 106-2,37.49818,126.891985,1,175,0,917,59,63,(주)포스코플랜텍
15757,대림오페라타워(주상복합),서울시 구로구 구로동 98,37.495327,126.88946,1,39,0,772,58,111,대림산업(주)
1267,대림우성2차(주상복합),서울시 구로구 구로동 120,37.493936,126.893891,2,118,0,0,0,0,우성건설(주)
3352,덕영드림,서울시 구로구 구로동 1282,37.500879,126.883938,1,125,0,314,29,106,(주)덕영주택건설
3199,도림두산베어스타워(주상복합),서울시 구로구 구로동 110-4,37.50114,126.889611,1,67,0,984,60,53,두산건설(주)
140304,도무스캠프(도시형),서울시 구로구 구로동 180-3,37.487057,126.896531,1,12,0,296,53,6,무한건설
13122,동도아르떼빌(주상복합),서울시 구로구 구로동 106,37.498489,126.891324,1,31,0,544,59,29,예림종합건설(주)
133,럭키,서울시 구로구 구로동 1257,37.49216,126.893838,2,427,0,262,21,167,럭키개발(주)
104022,로제리움2차(도시형),서울시 구로구 구로동 97,37.496161,126.890974,1,141,0,931,55,52,신세계건설(주)
107635,리츠빌(도시형),서울시 구로구 구로동 701-16,37.48669,126.877523,1,28,0,211,50,8,(주)플러스원종합건설
137686,마인드에코프라움(도시형),서울시 구로구 구로동 98-14,37.495065,126.890031,1,45,0,647,59,29,호유건설(주)
148419,미라벨(도시형),서울시 구로구 구로동 415-5,37.49359,126.882438,2,27,0,195,58,16,(주)하나건설이엔씨
120396,미래지오(주상복합),서울시 구로구 구로동 810,37.485182,126.899521,1,2,0,399,59,0,(주)미래홈플러스
10518,미래타워(주상복합),서울시 구로구 구로동 1272,37.48281,126.899889,1,65,0,399,59,90,상도종합건설(주)
141333,베스트빌1차(도시형),서울시 구로구 구로동 706-1,37.490468,126.883077,1,15,0,189,59,8,
141332,베스트빌2차(도시형),서울시 구로구 구로동 706-2,37.490418,126.882931,1,12,0,190,56,7,(주)백송종합건설
127,보광,서울시 구로구 구로동 440,37.495578,126.885521,9,340,0,98,19,0,보광건설
104427,비즈트위트그린(도시형),서울시 구로구 구로동 98-10,37.495373,126.890534,1,84,0,837,59,31,(주)문영종합개발
109488,비즈트위트레드(도시형),서울시 구로구 구로동 104-8,37.497158,126.891689,1,78,0,0,0,100,(주)문영엔지니어링
102638,비즈트위트레인보우(도시형),서울시 구로구 구로동 44-5,37.502303,126.891675,1,130,0,925,58,53,(주)문영종합개발
103483,비즈트위트블루(도시형),서울시 구로구 구로동 107-4,37.498631,126.891107,1,105,0,862,58,36,(주)문영종합개발
105245,비즈트위트오렌지(도시형),서울시 구로구 구로동 44-8,37.502121,126.891474,1,115,0,916,59,44,(주)문영엔지니어링
8073,삼성래미안,서울시 구로구 구로동 256-1,37.487655,126.891925,16,1244,0,318,22,1488,삼성물산(주)
162763,삼성빌라트,서울시 구로구 구로동 718-23,37.487543,126.883166,1,5,0,368,76,0,
106111,삼전솔하임(도시형),서울시 구로구 구로동 586-5,37.502207,126.882425,1,80,0,518,49,31,(주)삼전건설
1269,새솔금호(주상복합),서울시 구로구 구로동 108-2,37.500111,126.890452,1,272,0,611,40,156,(주) 금호건설
147553,성강케렌시아(도시형),서울시 구로구 구로동 419-1,37.495561,126.882888,2,27,0,247,49,16,(주)에스지종합건설
131,성락,서울시 구로구 구로동 145-23,37.48854,126.89293,1,132,0,228,23,0,
12474,성삼하이츠,서울시 구로구 구로동 1275,37.49561,126.89272,1,81,0,232,18,70,(주)성삼하이츠
22007,"성호(메이플라워멤버스빌,주상복합)",서울시 구로구 구로동 104-9,37.49684,126.891326,1,206,0,929,59,163,성호건설(주)
22237,순영웰라이빌1차(주상복합),서울시 구로구 구로동 106-10,37.497996,126.891603,1,102,0,668,59,169,(주)순영종합건설
17827,신구로자이(주상복합),서울시 구로구 구로동 501,37.499949,126.88463,1,299,0,637,54,497,GS건설(주)
